in,Lon,Lat,x,y,q,tc,te,tl,Node
CT-2712,-118.4420146,34.03139657,-10.802,-1.162,80,1.333,8,20,781
CT-2713,-118.4414067,34.02596494,-10.768,-1.537,220,3.667,8,20,780
CT-2714,-118.4474118,34.01008275,-11.114,-2.635,183,3.05,8,20,777
CT-2715,-118.4382537,34.016687,-10.588,-2.178,142,2.367,8,20,777
CT-2716,-118.4310651,34.02121927,-10.176,-1.865,193,3.217,8,20,789
CT-2717.02,-118.4260578,34.02561132,-9.889,-1.562,160,2.667,8,20,789
CT-2717.03,-118.4188339,34.02499209,-9.475,-1.604,106,1.767,8,20,922
CT-2717.04,-118.4195745,34.02889379,-9.517,-1.335,156,2.6,8,20,922
CT-2718.01,-118.4182465,34.01673108,-9.442,-2.175,97,1.617,8,20,792
CT-2718.03,-118.4103615,34.01947631,-8.99,-1.986,96,1.6,8,20,916
CT-2718.04,-118.4138783,34.02017397,-9.192,-1.937,93,1.55,8,20,915
CT-2719.01,-118.4241892,34.01385743,-9.783,-2.374,121,2.017,8,20,790
CT-2719.02,-118.4316893,34.00963378,-10.213,-2.666,147,2.45,8,20,746
CT-2721,-118.4423003,34.00371495,-10.822,-3.075,212,3.533,8,20,746
CT-2722.01,-118.4341387,34.00038802,-10.354,-3.304,59,0.983,8,20,746
CT-2722.02,-118.439161,33.99755807,-10.643,-3.5,129,2.15,8,20,745
CT-2723.01,-118.4222526,34.00502042,-9.673,-2.984,162,2.7,8,20,750
CT-2723.02,-118.4274541,34.00211445,-9.971,-3.185,152,2.533,8,20,749
CT-2731,-118.459824,34.00348937,-11.825,-3.09,103,1.717,8,20,737
CT-2732,-118.4669872,33.9975911,-12.237,-3.498,106,1.767,8,20,736
CT-2733,-118.4722195,33.99555897,-12.537,-3.638,118,1.967,8,20,730
CT-2734.03,-118.4793219,33.99111277,-12.944,-3.945,45,0.75,8,20,730
CT-2734.04,-118.4777008,33.99498902,-12.851,-3.678,43,0.717,8,20,730
CT-2735.02,-118.4719182,33.98707911,-12.521,-4.224,90,1.5,8,20,730
CT-2736,-118.4599554,33.99336567,-11.834,-3.79,101,1.683,8,20,736
CT-2737,-118.4526905,33.99838413,-11.417,-3.443,117,1.95,8,20,737
CT-2738,-118.4512744,33.99271497,-11.337,-3.835,109,1.817,8,20,737
CT-2739.02,-118.4663311,33.98323768,-12.201,-4.49,175,2.917,8,20,734
CT-2741,-118.4489344,33.98752722,-11.204,-4.193,200,3.333,8,20,744
CT-2742.02,-118.4617996,33.969876,-11.943,-5.413,162,2.7,8,20,735
CT-2751.01,-118.4039159,33.9991807,-8.623,-3.388,43,0.717,8,20,855
CT-2751.02,-118.410739,33.99796022,-9.014,-3.472,181,3.017,8,20,827
CT-2752,-118.4210233,33.99549474,-9.604,-3.643,140,2.333,8,20,747
CT-2753.11,-118.4233129,33.98844783,-9.736,-4.129,206,3.433,8,20,747
CT-2753.12,-118.4329449,33.98027341,-10.289,-4.694,74,1.233,8,20,740
CT-2753.13,-118.4323556,33.98542251,-10.254,-4.339,128,2.133,8,20,743
CT-2754,-118.4391851,33.99061856,-10.645,-3.98,132,2.2,8,20,741
CT-2755,-118.4144743,33.99229834,-9.229,-3.863,239,3.983,8,20,747
CT-2756.03,-118.406476,33.9862864,-8.771,-4.279,113,1.883,8,20,828
CT-2756.04,-118.4155024,33.97579775,-9.29,-5.004,370,6.167,8,20,818
CT-2756.05,-118.420792,33.978638,-9.592,-4.807,97,1.617,8,20,743
CT-2760,-118.3890319,33.96918338,-7.773,-5.461,243,4.05,8,20,877
CT-2761.01,-118.3783857,33.97535038,-7.163,-5.034,92,1.533,8,20,881
CT-2761.02,-118.3703695,33.97619111,-6.703,-4.976,117,1.95,8,20,885
CT-2764,-118.409514,33.96689312,-8.947,-5.619,203,3.383,8,20,817
CT-2765,-118.418047,33.96654617,-9.436,-5.643,272,4.533,8,20,742
CT-2766.01,-118.4335261,33.96419392,-10.324,-5.805,141,2.35,8,20,738
CT-2766.05,-118.4348461,33.95647612,-10.4,-6.339,117,1.95,8,20,654
CT-2766.06,-118.4383397,33.95513974,-10.601,-6.431,84,1.4,8,20,654
CT-2766.07,-118.4214808,33.95675586,-9.634,-6.319,99,1.65,8,20,742
CT-2766.08,-118.4293627,33.95772036,-10.086,-6.253,72,1.2,8,20,742
CT-2770,-118.4003457,33.97137274,-8.422,-5.309,287,4.783,8,20,824
CT-2771,-118.3784108,33.96522274,-7.165,-5.734,173,2.883,8,20,882
CT-2772,-118.3822507,33.95263365,-7.386,-6.604,81,1.35,8,20,876
CT-2774,-118.3743607,33.94904021,-6.934,-6.852,23,0.383,8,20,707
CT-2780.01,-118.4019912,33.95722221,-8.517,-6.287,103,1.717,8,20,820
CT-2781.02,-118.4503233,33.95723285,-11.287,-6.286,97,1.617,8,20,651
CT-2911.1,-118.2868331,33.920096,-1.918,-8.852,244,4.067,8,20,1130
CT-2911.2,-118.2869389,33.91279685,-1.924,-9.357,130,2.167,8,20,1124
CT-2911.3,-118.2871541,33.90244742,-1.937,-10.072,150,2.5,8,20,1122
CT-2912.1,-118.2870936,33.88869544,-1.934,-11.022,259,4.317,8,20,1111
CT-2912.2,-118.2867212,33.87714436,-1.913,-11.82,174,2.9,8,20,1089
CT-2913,-118.2934648,33.86504107,-2.3,-12.657,145,2.417,8,20,1011
CT-2920.01,-118.2993581,33.85130665,-2.638,-13.606,211,3.517,8,20,998
CT-2920.02,-118.3031397,33.83873543,-2.856,-14.474,121,2.017,8,20,995
CT-2932.03,-118.3064997,33.83234935,-3.049,-14.916,162,2.7,8,20,995
CT-2932.04,-118.3025271,33.82997593,-2.821,-15.08,361,6.017,8,20,995
CT-2932.05,-118.3039026,33.81836132,-2.9,-15.882,157,2.617,8,20,581
CT-2932.06,-118.3035706,33.82354283,-2.881,-15.524,170,2.833,8,20,581
CT-2933.01,-118.3038407,33.81118216,-2.897,-16.378,126,2.1,8,20,581
CT-2933.02,-118.3042208,33.80161677,-2.919,-17.039,228,3.8,8,20,576
CT-2933.04,-118.3043271,33.79262202,-2.925,-17.661,303,5.05,8,20,575
CT-2933.06,-118.3046544,33.78265556,-2.945,-18.349,114,1.9,8,20,571
CT-2933.07,-118.3035647,33.78738192,-2.882,-18.023,90,1.5,8,20,571
CT-2941.1,-118.2603959,33.7979845,-0.403,-17.29,203,3.383,8,20,630
CT-2941.2,-118.2475884,33.79578451,0.333,-17.442,241,4.017,8,20,644
CT-2942,-118.2694014,33.79484255,-0.92,-17.507,244,4.067,8,20,624
CT-2943.01,-118.2795648,33.7946667,-1.503,-17.519,168,2.8,8,20,620
CT-2943.02,-118.2783024,33.78488131,-1.431,-18.195,190,3.167,8,20,621
CT-2944.1,-118.2899053,33.7941328,-2.097,-17.556,255,4.25,8,20,579
CT-2944.21,-118.2975627,33.79027981,-2.537,-17.822,116,1.933,8,20,577
CT-2945.1,-118.2717062,33.78659259,-1.052,-18.077,285,4.75,8,20,623
CT-2945.2,-118.2658318,33.78683715,-0.715,-18.06,281,4.683,8,20,629
CT-2946.1,-118.258209,33.78732886,-0.277,-18.026,222,3.7,8,20,629
CT-2946.2,-118.2479388,33.78747446,0.313,-18.016,318,5.3,8,20,642
CT-2947.01,-118.2549198,33.77801417,-0.088,-18.67,136,2.267,8,20,636
CT-2948.1,-118.2715067,33.7795313,-1.041,-18.565,286,4.767,8,20,609
CT-2948.2,-118.2656379,33.77978679,-0.704,-18.547,244,4.067,8,20,612
CT-2948.3,-118.2670232,33.77294821,-0.783,-19.02,357,5.95,8,20,608
CT-2949,-118.2774575,33.77487511,-1.383,-18.887,298,4.967,8,20,602
CT-2951.03,-118.2963337,33.76248453,-2.467,-19.743,240,4,8,20,593
CT-2962.1,-118.283965,33.74761865,-1.757,-20.77,186,3.1,8,20,587
CT-2962.2,-118.283792,33.7410327,-1.747,-21.225,153,2.55,8,20,585
CT-2963,-118.3012866,33.7545933,-2.752,-20.288,191,3.183,8,20,573
CT-2964.01,-118.3141814,33.74177796,-3.493,-21.174,153,2.55,8,20,559
CT-2964.02,-118.3038634,33.74656295,-2.9,-20.843,116,1.933,8,20,560
CT-2965,-118.2930894,33.74831461,-2.281,-20.722,157,2.617,8,20,563
CT-2966,-118.2923747,33.73978773,-2.24,-21.311,225,3.75,8,20,562
CT-2969.01,-118.2945777,33.73016762,-2.367,-21.976,200,3.333,8,20,562
CT-2969.02,-118.2956545,33.73447539,-2.429,-21.678,181,3.017,8,20,562
CT-2970.01,-118.3124023,33.73362842,-3.392,-21.737,67,1.117,8,20,558
CT-2970.02,-118.3049898,33.73260123,-2.966,-21.808,190,3.167,8,20,558
CT-2971.1,-118.2841992,33.73466668,-1.771,-21.665,224,3.733,8,20,585
CT-2971.2,-118.2851049,33.72821998,-1.823,-22.111,129,2.15,8,20,585
CT-2972.01,-118.2914287,33.72490846,-2.187,-22.339,215,3.583,8,20,561
CT-2972.02,-118.2990195,33.72473977,-2.623,-22.351,160,2.667,8,20,561
CT-2973,-118.3153653,33.71601865,-3.562,-22.954,95,1.583,8,20,548
CT-2974,-118.3238876,33.72221485,-4.052,-22.526,125,2.083,8,20,548
CT-2975.02,-118.2965031,33.71563374,-2.478,-22.98,68,1.133,8,20,561
CT-2976.02,-118.290333,33.71590739,-2.124,-22.961,143,2.383,8,20,561
CT-9800.08,-118.4906887,34.21063712,-13.56,11.223,9,0.15,8,20,468
CT-9800.09,-118.3013199,34.13735707,-2.742,6.16,0,0,8,20,2654
CT-9800.1,-118.2393497,34.08004715,0.803,2.2,2,0.033,8,20,2746
CT-9800.14,-118.238368,33.78256289,0.862,-18.356,3,0.05,8,20,641
CT-9800.15,-118.2932024,33.77652905,-2.287,-18.773,46,0.767,8,20,572
CT-9800.19,-118.5481938,34.09130479,-16.87,2.978,5,0.083,8,20,350
CT-9800.2,-118.3034171,34.22669179,-2.859,12.333,0,0,8,20,2777
CT-9800.21,-118.3774988,34.26661363,-7.088,15.091,1,0.017,8,20,2621
CT-9800.22,-118.4851872,34.29870371,-13.232,17.308,0,0,8,20,2527
CT-9800.23,-118.630007,34.23225222,-21.516,12.717,0,0,8,20,436
CT-9800.24,-118.4886327,34.17668248,-13.448,8.877,13,0.217,8,20,464
CT-9800.26,-118.2792176,34.27518828,-1.475,15.684,0,0,8,20,2787
CT-9800.28,-118.4135549,33.93983517,-9.182,-7.489,0,0,8,20,675
CT-9800.31,-118.2628391,33.73560473,-0.543,-21.6,97,1.617,8,20,4799
